,Admin State,Allotment Name,Allotment Number,Authorization Number,Date NEPA Analysis Completed (mm/dd/yyyy)5,Date of Most Recent Land Health Evaluation Report (mm/dd/yyyy)1,Date of most recent Determination of Causal Factor(s) (mm/dd/yyyy)2,Land Health Standard(s) Not Achieved in the Allotment and Significant Causal Factor(s) Identified3,NEPA Identifier6,Office Code,Permit or Lease Status,"Type of NEPA Analysis for Grazing Authorization (EA, EIS, CX, DNA)4",Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24
158,AZ,MOSBY-NAY,04836,202106,04/27/07,11/6/06,,Progressing towards meeting upland sites / erosion and desired resource conditions / DPC,EA-AZ-130-2006-0036,LLAZA03000,ACTIVE,EA,,,,,,,,,,,,,
159,AZ,MT TRUMBULL,04826,201018,01/16/04,10/12/01,None needed,All standards are met,EA-AZ-010-2002-0013,LLAZA03000,ACTIVE,EA,,,,,,,,,,,,,
160,AZ,MT. LOGAN,05218,201510,07/24/07,1/3/07,None needed,All standards are met,EA-AZ-130-2007-0033,LLAZA03000,ACTIVE,EA,,,,,,,,,,,,,
161,AZ,MUD AND CANE SPRING,04850,201048,,10/5/09,,"Progressing towards meeting upland sites / erosion, riparian -wetland sites and desired resource conditions / DPC",,LLAZA03000,APPROPRIATION ACT,None,,,,,,,,,,,,,
162,AZ,MULE CANYON,04821,201017,,None,,,,LLAZA03000,APPROPRIATION ACT,None,,,,,,,,,,,,,
163,AZ,PA'S POCKET,04848,201062,,None,,,,LLAZA03000,APPROPRIATION ACT,None,,,,,,,,,,,,,
164,AZ,PAKOON,04802,201023,,7/20/12,,Progressing towards meeting upland sites / erosion ground cover and desired resource conditions / DPC,,LLAZA03000,APPROPRIATION ACT,None,,,,,,,,,,,,,
165,AZ,PAKOON,04802,201057,,7/20/12,,Progressing towards meeting upland sites / erosion ground cover and desired resource conditions / DPC,,LLAZA03000,APPROPRIATION ACT,None,,,,,,,,,,,,,
166,AZ,PENN'S WELL,04852,201058,12/06/04,3/11/02,None needed,All standards are met,EA-AZ-010-2004-0039,LLAZA03000,ACTIVE,EA,,,,,,,,,,,,,
167,AZ,RED POND,04806,201057,9/22/08,8/16/07,,Progressing towards meeting desired resource conditions / DPC,EA-AZ-130-2008-005,LLAZA03000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
168,AZ,SULLIVAN TANK,04816,201074,03/09/07,8/15/05,,Progressing towards meeting desired resource conditions / DPC,EA-AZ130-2006-0001,LLAZA03000,ACTIVE,EA,,,,,,,,,,,,,
169,AZ,WILDCAT,04854,201022,09/22/08,8/6/07,,Progressing towards meeting desired resource conditions / DPC,EA-AZ-130-2008-005,LLAZA03000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
170,AZ,WOLFHOLE LAKE,04823,201022,,None,,,,LLAZA03000,APPROPRIATION ACT,None,,,,,,,,,,,,,
171,AZ,111 RANCH,51030,202095,,None,Not Complete,Determination Not Complete,,LLAZG01000,APPROPRIATION ACT,None,,,,,,,,,,,,,
172,AZ,ADAMS PEAK,52100,205210,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
173,AZ,ADAMS PEAK,54100,205410,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
174,AZ,ALKALI,46210,204621,UNKNOW,8/18/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",UNKNOW,LLAZG01000,APPROPRIATION ACT,,,,,,,,,,,,,,
175,AZ,ALLAIRE,52030,205203,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
176,AZ,AMPHITHEATRE,46760,204676,10/07/03,10/7/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2003-0045,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
177,AZ,APACHE BUTTE,06073,202674,9/3/99,8/18/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-99-49,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
178,AZ,ARAVAIPA,45220,200072,,None,Not Complete,Determination Not Complete,,LLAZG01000,APPROPRIATION ACT,None,,,,,,,,,,,,,
179,AZ,ARAVAIPA SOUTH,45210,202130,,None,Not Complete,Determination Not Complete,,LLAZG01000,APPROPRIATION ACT,None,,,,,,,,,,,,,
180,AZ,ARTESIA,51060,200077,10/07/03,10/7/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2003-0045,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
181,AZ,ASH PEAK,51050,205105,,11/13/08,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DOI-BLM-AZ-G010-0056-DNA,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
182,AZ,ASHURST,46750,204675,12/04/06,12/4/06,8/23/12,Standard 1 (upland sites) met. Standard 2 (Riparian-Wetland Sites) not applicable. Standard 3 (Desired Resource Conditions) making progress towards. Livestock not a causal factor.,DNA-AZ-410-2006-0059,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
183,AZ,AZTEC,06237,201231,UNKNOW,UNKNOWN,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",UNKNOW,LLAZG01000,APPROPRIATION ACT,,,,,,,,,,,,,,
184,AZ,BAR A,06178,200020,UNKNOW,11/15/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",UNKNOW,LLAZG01000,APPROPRIATION ACT,,,,,,,,,,,,,,
185,AZ,BEAR SPRING,46360,204636,10/07/03,10/7/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2003-0045,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
186,AZ,BEN SNURE ALLOTMENT,52810,205281,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
187,AZ,BENCHMARK,46230,204623,10/07/03,10/7/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2003-0045,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
188,AZ,BIDIGIN,52180,201409,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
189,AZ,BIG HOLLOW WASH,06070,200940,08/11/99,6/8/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",Unkown,LLAZG01000,ACTIVE,,,,,,,,,,,,,,
190,AZ,BILLINGSLEY CREEK,46070,204607,10/07/03,10/7/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2003-0045,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
191,AZ,BILLINGSLEY CREEK,46440,204644,10/07/03,10/7/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2003-0045,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
192,AZ,BLACK MESA,06106,202707,01/01/00,1/9/06,,Standards 1 (upland sites) and 3 (Desired Resource Conditions) making progress towards; livestock not a causal factor. Standard two not applicable,Unkown,LLAZG01000,ACTIVE,,,,,,,,,,,,,,
193,AZ,BLACK RIDGE,06164,201814,08/03/04,5/10/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
194,AZ,BLACK ROCK,46300,201881,,11/25/08,8/22/12,Standards 1 (upland sites) and 3 (Desired Resource Conditions) not being met; Standards 1 and 3 being met. Historic Cattle Use,DOI-BLM-AZ-G010-0033-EA,LLAZG01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
195,AZ,BLANCO,06162,201306,11/21/00,11/21/00,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-00-0058,LLAZG01000,APPROPRIATION ACT,,,,,,,,,,,,,,
196,AZ,BONITA CREEK,46160,204616,09/30/08,2008,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ410-2008-0054,LLAZG01000,ACTIVE,,,,,,,,,,,,,,
197,AZ,BOSS,52070,205207,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
198,AZ,BRAIDFOOT,50620,205062,01/01/00,,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
199,AZ,BRANDENBURG MTN,45300,200119,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,HOLD,DNA,,,,,,,,,,,,,
200,AZ,BRUSHY CANYON,51520,201979,01/09/06,1/10/06,,Standards 1 (upland sites) and 3 (Desired Resource Conditions) making progress towards; livestock not a causal factor. Standard two not applicable,AZ-040-2004-0046,LLAZG01000,ACTIVE,,,,,,,,,,,,,,
201,AZ,BRYCE,46080,201769,,3/16/11,Not Complete,Determination Not Complete,,LLAZG01000,APPROPRIATION ACT,None,,,,,,,,,,,,,
202,AZ,BUCK CANYON,40230,204023,09/30/08,5/25/07,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ410-2007-0041,LLAZG01000,ACTIVE,,,,,,,,,,,,,,
203,AZ,BUCKHORN RANCH,52380,205238,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
204,AZ,BULLGAP COMMUNITY,46170,204617,,2010,Not Complete,Determination Not Complete,,LLAZG01000,APPROPRIATION ACT,None,,,,,,,,,,,,,
205,AZ,C-SPEAR RANCH,44090,204409,08/24/99,2/25/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-AD-99-46,LLAZG01000,HOLD,DNA,,,,,,,,,,,,,
206,AZ,CAMELS BACK,51260,205126,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0070,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
207,AZ,CARRIZO WASH,06155,202756,02/18/03,2/18/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-2001-0036,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
208,AZ,CARRIZO WASH EAST,06160,202761,8/11/99,6/23/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-99-11,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
209,AZ,CAVE CREEK,51600,205160,8/24/99,3/15/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-AD-99-22,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
210,AZ,CEDAR LAKE WASH,06156,201895,8/11/99,2/28/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-99-32,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
211,AZ,CEDAR SPRING,51270,200022,,4/27/2012 and 5/11/2012,Not Complete,Determination Not Complete,,LLAZG01000,APPROPRIATION ACT,None,,,,,,,,,,,,,
212,AZ,CEMENT CANYON,51300,205130,09/30/08,5/25/06,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-410-2006-0048,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
213,AZ,CERRO HUECO,06140,200129,8/11/99,6/14/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-99-31,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
214,AZ,CHEVELON CREEK NORTH,06114,202715,8/24/99,3/17/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-99-38,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
215,AZ,CHEVELON CREEK SOUTH,06202,202803,10/25/04,10/25/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-040-37,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
216,AZ,CHIMNEY,51040,205104,6/6/00,6/6/00,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-00-19,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
217,AZ,CHINA CAMP,50430,205043,09/30/08,5/25/07,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ410-2007-0044,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
218,AZ,CLAYTON,51510,201798,09/03/99,10/24/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-AD-99-54,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
219,AZ,COBRE GRANDE,46290,204629,01/09/06,1/9/06,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0038,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
220,AZ,COPPER CREEK,45370,204537,07/21/06,7/21/06,,"Standards 1 (upland sites) and 3 (Desired Resource Conditions) met, Standard 2(Riparian-Wetland Sites) not met; causal factor undetermined.",DNA-AZ-410-2005-0028,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
221,AZ,COUNTY LINE,40220,204022,,None,Not Complete,Determination Not Complete,,LLAZG01000,APPROPRIATION ACT,None,,,,,,,,,,,,,
222,AZ,COW CANYON,06234,202835,11/21/00,11/21/00,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-00-54,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
223,AZ,CRAZY CREEK,06205,202806,8/11/99,6/23/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-99-14,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
224,AZ,CREOSOTE,51010,201497,,4/23/09,8/23/12,Standards 1 (upland sites) and 3 (Desired Resource Conditions)  not being met. Standard 2(Riparian-Wetland Sites) not applicable. Casual Factor undetermined,DOI-BLM-AZ-G010-0049-EA,LLAZG01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
225,AZ,CUP,46200,201884,10/07/03,2/25/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-2003-0045,LLAZG01000,ACTIVE,,,,,,,,,,,,,,
226,AZ,D'AMICO,52220,201408,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
227,AZ,DANKWORTH,51730,205173,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
228,AZ,DAY MINE,46040,202129,,2/14/201 and 2/15/2011,Not Complete,Determination Not Complete,,LLAZG01000,APPROPRIATION ACT,None,,,,,,,,,,,,,
229,AZ,DIAMOND BAR,46010,204601,,None,Not Complete,Determination Not Complete,,LLAZG01000,APPROPRIATION ACT,None,,,,,,,,,,,,,
230,AZ,DIGGER WASH,06092,202693,UNKNOWN,6/24/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",UNKNOWN,LLAZG01000,APPROPRIATION ACT,,,,,,,,,,,,,,
231,AZ,DRY CAMP,45200,204520,03/02/00,11/6/00,,Standard 1 (Upland Sites) met. Standard 2 (Riparian-Wetland Sites) not applicable. Standard 3 (Desired Resource Conditions)progressing towards. Livestock not a factor,DNA-AZ-040-2001-0007,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
232,AZ,DRY LAKE,06037,202638,UNKNOWN,11/21/00,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-00-49,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
233,AZ,EAST CANYON,51290,205129,09/30/08,5/25/06,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-410-2006-0053,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
234,AZ,EAST SPEAR RANCH,46410,201551,,6/3/09,8/23/12,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DOI-BLM-AZ-G0100-2012-0053-DNA,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
235,AZ,EMIGRANT CANYON,51340,201779,UNKNOWN,3/12/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-03-11,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
236,AZ,F BAR,06047,202648,5/25/00,11/15/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-00-07,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
237,AZ,FAN,51140,205114,02/12/03,2/12/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2001-0005,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
238,AZ,FLANDERS,52340,205234,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
239,AZ,FLINT KNOLL,06228,202829,1/8/01,11/15/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-00-08,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
240,AZ,FLYING BUTTE,06074,202109,9/26/00,4/10/00,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-00-56,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
241,AZ,FLYING W,51190,205119,09/30/08,5/25/08,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-410-2008-0051,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
242,AZ,FOOTE WASH,51670,205167,10/07/03,10/7/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2003-0045,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
243,AZ,FT.THOMAS,46030,204603,10/07/03,10/7/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2003-0045,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
244,AZ,GEORGE ROGERS ALLOT.,52750,200091,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
245,AZ,GERONIMO,46190,201985,07/21/06,7/21/06,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-410-2006-0036,LLAZG01000,ACTIVE,,,,,,,,,,,,,,
246,AZ,GILA,40140,204014,,4/22/10,Not Complete,Determination Not Complete,,LLAZG01000,APPROPRIATION ACT,None,,,,,,,,,,,,,
247,AZ,GLEN,52370,205237,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
248,AZ,GOODWIN WASH,46270,204627,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0070,LLAZG01000,HOLD,DNA,,,,,,,,,,,,,
249,AZ,GRAVEL PIT,06098,202699,01/01/00,1/11/06,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-2006-0007,LLAZG01000,ACTIVE,,,,,,,,,,,,,,
250,AZ,GRIPE,51690,205169,10/07/03,10/7/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2003-0045,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
251,AZ,"GUADALUPE WEST, AZ",52440,200062,,None,Not Complete,Determination Not Complete,,LLAZG01000,APPROPRIATION ACT,None,,,,,,,,,,,,,
252,AZ,GUTHRIE PEAK,40340,201977,09/30/08,6/14/07,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ410-2007-0047,LLAZG01000,ACTIVE,,,,,,,,,,,,,,
253,AZ,HACKBERRY,51810,202095,,None,Not Complete,Determination Not Complete,,LLAZG01000,APPROPRIATION ACT,None,,,,,,,,,,,,,
254,AZ,HAPPY CAMP,51320,201791,10/30/00,11/18/02,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2000-0060,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
255,AZ,HARDSCRABBLE WASH,06110,202185,8/24/98,5/10/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040--AD-99-42,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
256,AZ,HARPER,50240,205024,09/30/08,6/14/07,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ410-2007-0048,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
257,AZ,HAYSTACK,51540,205154,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0070,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
258,AZ,HELL HOLE,45280,201910,3/3/00,6/15/00,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-00-0021,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
259,AZ,HIDDEN LAKE,06184,202785,8/11/99,3/17/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-99-0035,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
260,AZ,HIGH LONESOME,50670,205067,05/16/06,5/6/06,,Standard 1(upland sites): Making progress towards; Standard 2(Riparian-Wetland Sites): Not applicable; Standard 3(Desired Resource Condition): Making progress towards; livestock causal factor,DNA-AZ-040-2005-0049,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
261,AZ,HOLBROOK,06225,202826,9/3/99,11/15/99,,"Standard 2(Riparian-Wetland Sites) not met, livestock not a contributing factor, water diversion on private land before BLM. Standard 1 (upland sites) and 3(Desired Resource met.",AZ-040-99-0051,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
262,AZ,HOPKINS,52210,201757,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
263,AZ,HORSE MOUNTAIN,45240,204524,,6/23/11,8/22/12,Standard 1 (upland sites) and 3(Desired Resource condition)meeeting. Standard 2(Riparian-Wetland Sites): not meeting: grazing casual factor ,DOI-BLM-AZ-G010-2012-0043-EA,LLAZG01000,APPROPRIATION ACT,EA,,,,,,,,,,,,,
264,AZ,HUNT VALLEY,06088,202108,UNKNOWN,6/23/99,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",UNKNOWN,LLAZG01000,APPROPRIATION ACT,UNKNOWN,,,,,,,,,,,,,
265,AZ,HUSBAND,52430,205243,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
266,AZ,HYL,51430,201552,06/19/03,6/19/03,,"Standard 1 (upland sites) and 3(Desired Resource condition) met, Standard 2(Riparian-Wetland Sites) not met; livestock a factor",DNA-AZ-040-2008-0011,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
267,AZ,IVANHOE,51400,205140,,2009,None Needed,Determination Not Complete,,LLAZG01000,APPROPRIATION ACT,None,,,,,,,,,,,,,
268,AZ,JACKSON,52910,205291,08/03/04,8/3/04,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2004-0069,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
269,AZ,JACKSON MOUNTAIN,46330,204633,09/14/06,9/14/06,,Standard 1(Upland Site) met. Standard 2(Riparian-Wetland Sites) not applicable. Standard 3(desired resource condition) not being met on all sites - progressing towards.  Livestock not a factor,DNA-AZ-410-2006-0058,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
270,AZ,JARVIS WASH,06253,202668,08/07/02,8/7/02,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-02-39,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
271,AZ,JOHNNY CREEK,46150,204615,09/30/08,2008,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ410-2008-0053,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
272,AZ,JOY VALLEY,51150,201938,2/18/03,2/18/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",AZ-040-2001-0004,LLAZG01000,APPROPRIATION ACT,DNA,,,,,,,,,,,,,
273,AZ,KIMBALL COMMUNITY,46090,204659,10/07/03,10/7/03,None Needed,"All standards are met (Upland sites,Riparian-Wetland Sites,Desired Resource Conditions)",DNA-AZ-040-2003-0045,LLAZG01000,ACTIVE,DNA,,,,,,,,,,,,,
